created_at	screen_name	text
Fri Nov 18 16:20:27 +0000 2016	49Kintu	"RT @_MiteshPatel: You're forgetting the Motive.

#Demonetization Drama is just a PR exercise.
Just a means through which Pro-Feku Media can…"
Fri Nov 18 16:20:27 +0000 2016	vadysupivojym	#demonetization - https://t.co/wejfu2vBSS There are difficulties, long queues outside banks a 'serious issue': SC to govt
Fri Nov 18 16:20:26 +0000 2016	patekamecaqe	#demonetization - https://t.co/o4K7XlaCmk Demonetization: People in northeastern states welcome PM Modi's move against black money
Fri Nov 18 16:20:24 +0000 2016	kumaranuska	RT @ANI_news: Aam Aadmi Party naraz ho sakti hai, par aam aadmi naraz nahi hai: Union Minister Venkaiah Naidu #demonetization https://t.co/…
Fri Nov 18 16:20:22 +0000 2016	KatrodiyaParil	"@ZeeNews @ZeeNewsHindi 
NDTV ka sach batao zee news 
@narendramodi @narendramodi_in 
If you support #demonetization #DeMonetisationResponse"
Fri Nov 18 16:20:22 +0000 2016	Grieshnak	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:20:21 +0000 2016	GargTarun1987	"RT @naam_pk: रौशनी बाँट ली आपस में उभरे हुए मीनारों ने
पस्त ज़र्रों के मुक़द्दर में तो अँधेरा ही रहा !😢 

#demonetization @DrKumarVishwas @…"
Fri Nov 18 16:20:17 +0000 2016	Rajkotiann	#demonetization के फैसले से परेशान देश की जनता..😂😂😂😂 https://t.co/9knXrS3hp7
Fri Nov 18 16:20:16 +0000 2016	sharsanj	RT @priyankaghatak: Dhaba in Dharamshala a man's biz has suffered bcoz of #demonetization .Bt he is happy wth wat is happn @ArvindKejriwal…
Fri Nov 18 16:20:14 +0000 2016	vinal_gupta	"RT @NaIna0806: Got my Rs 2000 cash thru mobile vans.Queues much shorter.Even in mumbai people criticizing @ArvindKejriwal 
#DeMonetization…"
Fri Nov 18 16:20:12 +0000 2016	dassujit	RT @alok_bhatt: Sept 2018- PM @narendramodi starts his campaign from Varanasi wd his govt's report card mentioning #demonetization n its ga…
Fri Nov 18 16:20:10 +0000 2016	laxman_xy	"RT @savitha_rao: @sunetrac @ndtv continue daily attempt to find ppl willing 2 condemn #Demonetization They fail daily😂
@mediacrooks @Tajind…"
Fri Nov 18 16:20:07 +0000 2016	TVRNSarma	RT @ANI_news: Delhi: Banquet halls wear a deserted look due to cancellations after #demonetization https://t.co/tbmdc9kk36
Fri Nov 18 16:20:07 +0000 2016	indiandesignf	"RT @YesIamSaffron: फर्जीवाल का बलिदान मांगे हिंदुस्तान!
.
क्या ये सच है #Demonetization के विरोध में
सडजी आमरण अनशन करके शहीद होनेवाला है @…"
Fri Nov 18 16:20:04 +0000 2016	manni_1986	RT @sureshnr: Only Senior Citizens allowed to Chang old notes tomorrow #Demonetization  #BlackMoney @rajeev_mp https://t.co/BEhrVCbc9B
Fri Nov 18 16:19:57 +0000 2016	manni_1986	RT @sona2905: I was shocked that of all the ppl @najamsethi saying #demonetization is to divert attention.. seriously I used to think he is…
Fri Nov 18 16:19:57 +0000 2016	raqyrujabygu	#demonetization - https://t.co/HZvg5em4SY Demonetization: The poor look at PM Modi as 'messiah'; Congress trying to divert issue, says govt
Fri Nov 18 16:19:56 +0000 2016	jariwodezoje	#demonetization - https://t.co/Uejq4GPr6P Demonetization: The poor look at PM Modi as 'messiah'; Congress trying to divert issue, says
Fri Nov 18 16:19:56 +0000 2016	ThakurSamarjeet	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:19:53 +0000 2016	beblunt3333	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:19:52 +0000 2016	rupalishah_ragi	Today they all took dixsha and we can't cooperate PM for #demonetization @narendramodi @PMOIndia   @ArvindKejriwal… https://t.co/Jq6VBowpPe
Fri Nov 18 16:19:52 +0000 2016	jatinsaijaggi	RT @ANI_news: Aam Aadmi Party naraz ho sakti hai, par aam aadmi naraz nahi hai: Union Minister Venkaiah Naidu #demonetization https://t.co/…
Fri Nov 18 16:19:51 +0000 2016	Paradkarsd	While all honest Indian citizens supporting #demonetization move, only some people with wrong credentials criticising it #सारे_चोर_मचाये_शोर
Fri Nov 18 16:19:50 +0000 2016	mithun_64	RT @DDNewsHindi: समाजसेवी अन्ना हजारे ने विमुद्रीकरण का किया समर्थन #demonetization @PIB_India @MIB_India @PMOIndia @Ra_THORe https://t.co/…
Fri Nov 18 16:19:49 +0000 2016	rajesh0387	If any BPL CARD holder having money more then 2.50lakh in there account  will be considered BPL  @narendramodi @arunjaitley #demonetization
Fri Nov 18 16:19:48 +0000 2016	ckgupta11	#demonetization @narendramodi @arunjaitley @RBI Open all possible channels of cash supply. Cash buys food n none can survive without food.
Fri Nov 18 16:19:44 +0000 2016	thishourindia	Exchange of Rs. 500-1000 notes to new may end soon https://t.co/8zxv1PTVtl  #demonetization #CurrencyExchange #currencyban #India #news
Fri Nov 18 16:19:44 +0000 2016	antoniakknguyk1	"Anna Hazare hails PM narendramodi's #demonetization move as revolutionary. https://t.co/t2dggJMVCB 
#BlackMoney https://t.co/CtfixMPVPE"
Fri Nov 18 16:19:40 +0000 2016	virtualCMO_in	Minimalist design from #virtualCREATIVE on #demonetization #blackmoney #India https://t.co/7K80EuNnR5
Fri Nov 18 16:19:39 +0000 2016	RajpalAmar	RT @HarsimratBadal_: Major benefits of #demonetization https://t.co/1r9lTBWxm0
Fri Nov 18 16:19:36 +0000 2016	No1kaChamcha	RT @alok_bhatt: Sept 2018- PM @narendramodi starts his campaign from Varanasi wd his govt's report card mentioning #demonetization n its ga…
Fri Nov 18 16:19:35 +0000 2016	acs_rkpandey	"ये तो पता था काले धन के धन्नासेठ नेता हैं, लेकिन इतने बड़े हैं ये उनके विलाप के बाद पता चला. 

आम आदमी तो बहाना है...
#demonetization"
Fri Nov 18 16:19:35 +0000 2016	Santoshraosays	RT @DDNewsHindi: समाजसेवी अन्ना हजारे ने विमुद्रीकरण का किया समर्थन #demonetization @PIB_India @MIB_India @PMOIndia @Ra_THORe https://t.co/…
Fri Nov 18 16:19:28 +0000 2016	mdbaid	RT @kavita_krishnan: Modi cracks joke re common citizens' weddings hit by #demonetization - corrupt Reddy bro hosts multicrore wedding http…
Fri Nov 18 16:19:28 +0000 2016	PrashantAAP	"RT @deeps_aap: महाराष्‍ट्र के BJP नेता व सहकारिता मंत्री के निजी वाहन से मिले 92 लाख रुपये
#Demonetization 
@AAPMaharashtra 
https://t.co/v…"
Fri Nov 18 16:19:24 +0000 2016	qonamagehil	#demonetization - https://t.co/039moJsvyI There are difficulties, long queues outside banks a 'serious issue': SC to govt
Fri Nov 18 16:19:24 +0000 2016	Sachislife	RT @dhaval241086: All local bodies elections were held last yr in Nov'15 still Outlook twisting it to link with #demonetization . What desp…
Fri Nov 18 16:19:23 +0000 2016	Veer_Rock1992	RT @ianuragthakur: Long winding lines will continue to decrease,GOI hs taken numerous steps to ease #demonetization issues: https://t.co/sb…
Fri Nov 18 16:19:21 +0000 2016	ehansari	RT @bainjal: Indicative of a huge currency shortage. Daily arbitrary changes in rules. Wrecking financial confidence. #demonetization https…
Fri Nov 18 16:19:19 +0000 2016	pptwits	RT @gauravcsawant: Pakistan most unhappy with #demonetization, then armed smugglers, third hawala operators,then terrorists &amp; separatists:…
Fri Nov 18 16:19:15 +0000 2016	savitha_rao	"@sunetrac @ndtv continue daily attempt to find ppl willing 2 condemn #Demonetization They fail daily😂
@mediacrooks @TajinderBagga @sssingh21"
Fri Nov 18 16:19:12 +0000 2016	sivaganga_inc	RT @TN_PCC: மோடி அரசின்  #demonetization பற்றி முன்னாள் மத்திய நிதி அமைச்சர் திரு ப.சிதம்பரம் அவர்களின் கருத்து. https://t.co/ssLJixynua
Fri Nov 18 16:19:11 +0000 2016	DilawarTalkies	RT @Vidyut: It is a war on the poor. Those without accounts are expected to create or perish. #demonetization https://t.co/GHCSvtSJ2l
Fri Nov 18 16:19:09 +0000 2016	WithCongressKR	"RT @SalmanSoz: Economy will suffer due to #demonetization. How much is anybody's guess. @mkvenu1 brings some disturbing info.

https://t.co…"
Fri Nov 18 16:19:07 +0000 2016	vics_72	This comes from grass root of #BJP . #Demonetization the biggest failure https://t.co/ZODIYoJOfz
Fri Nov 18 16:19:06 +0000 2016	Udyavar	Snr. Citizens r retired, they can use a working day to exchange allowing Sat for the employed.  #footnote #demonetization
Fri Nov 18 16:19:06 +0000 2016	manni_1986	"RT @BJPInNews: Both SP, BSP is rattled by #demonetization :: BJP Pres @AmitShah
#UttarDegaUP #EkSacchaKadam
@iarunmani @iAnilSingh 
#सारे_…"
Fri Nov 18 16:19:05 +0000 2016	halfticketmisy	"RT @nirbhaisingh07: #Demonetization 
@sardesairajdeep जी
देश नोट से ही बदलता है
क्योकि नोट नीयत बदल देता है
वर्ना देश तो पाकिस्तान भी है
और…"
Fri Nov 18 16:19:02 +0000 2016	satturBJP	RT @MVenkaiahNaidu: #Demonetization is a massive national project launched to clean up our systems.It’s a war on corruption and black money…
Fri Nov 18 16:19:01 +0000 2016	jbmahesani	"RT @nirbhaisingh07: #Demonetization 
@sardesairajdeep जी
देश नोट से ही बदलता है
क्योकि नोट नीयत बदल देता है
वर्ना देश तो पाकिस्तान भी है
और…"
Fri Nov 18 16:19:01 +0000 2016	PappuYadav007	"RT @NY_IH: Grim faces here tells who hit the most &amp; how great was to introduce #demonetization 
@mediacrooks https://t.co/ODPGPhJUSj"
Fri Nov 18 16:19:00 +0000 2016	kaminirupani	"RT @Praveen_1singh: First the stone pelting stopped and now this!! 
What months of politics and talks couldn't do #demonetization did in da…"
Fri Nov 18 16:18:55 +0000 2016	dashingassu	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 16:18:53 +0000 2016	pppsandeep	#demonetization #replug https://t.co/ysKH1HqGTv
Fri Nov 18 16:18:52 +0000 2016	fipuwidimumy	#demonetization - https://t.co/TbDN69iuIn Demonetization: The poor look at PM Modi as 'messiah'; Congress trying to divert issue, says
Fri Nov 18 16:18:47 +0000 2016	Srivastavrk67Kr	"RT @nirbhaisingh07: #Demonetization 
@sardesairajdeep जी
देश नोट से ही बदलता है
क्योकि नोट नीयत बदल देता है
वर्ना देश तो पाकिस्तान भी है
और…"
Fri Nov 18 16:18:44 +0000 2016	pkrddn	"RT @Itukpcc: #नोटबंदी सुप्रीम कोर्ट की कड़ी टिप्पणी, मामला गंभीर सड़कों पर हो सकते हैं दंगे
#demonetization से मोदी सरकार बेफिक्र
https://t…"
Fri Nov 18 16:18:44 +0000 2016	Pprateeksingh21	"Dear supreme court hope nxt tim u wil respond 2 teesta sitalwad in same as in #demonetization 
https://t.co/ASnf7fZwWe
@anilkapur_"
Fri Nov 18 16:18:43 +0000 2016	pankjbhai1	RT @DDNewsHindi: समाजसेवी अन्ना हजारे ने विमुद्रीकरण का किया समर्थन #demonetization @PIB_India @MIB_India @PMOIndia @Ra_THORe https://t.co/…
Fri Nov 18 16:18:42 +0000 2016	prabin1206	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:18:42 +0000 2016	manni_1986	"RT @MahikaInfra: Must Vote

After 9days of #demonetization Only 4-5Lakhs cr returned to Bank out of 14.5 Lakhs cr 

Kahan gaya 10 Lakhs Cr…"
Fri Nov 18 16:18:42 +0000 2016	arungokulvs	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:18:37 +0000 2016	skshitizgupta	"RT @RealAmitBagaria: Do @OfficeOfRG and #KejriPappuDidiTypes #SeeThroughToilet to not
accept #demonetization
as #EkSacchaKadam https://t.co…"
Fri Nov 18 16:18:36 +0000 2016	vikas1689	RT @ANINewsUP: People are facing trouble due to #demonetization, so we decided to help them by proving smaller currency notes from our pigg…
Fri Nov 18 16:18:33 +0000 2016	ashutosh0903	"RT @Praveen_1singh: First the stone pelting stopped and now this!! 
What months of politics and talks couldn't do #demonetization did in da…"
Fri Nov 18 16:18:28 +0000 2016	RefugeeBluesKP	RT @siddharthzadoo: Respected @FinMinIndia @arunjaitley @RBI  Please Help as the marriage is scheduled on 23rd Nov !! #Demonetization https…
Fri Nov 18 16:18:26 +0000 2016	iamReeshabh	RT @GehlawatSid: Had BJP leaders got prior info about #demonetization why would he carry 91L cash only to be caught by Maha(BJP govt)Police…
Fri Nov 18 16:18:25 +0000 2016	getexploded	RT @prashantktm: Voices from the ground in UP - on #demonetization. Women complain, yet support move in Jaunpur. https://t.co/2cqfAnzBhd
Fri Nov 18 16:18:25 +0000 2016	jena_bj	"RT @MixedRaita: #EkSacchaKadam has turned into 1.25 Billion steps.
#demonetization 
Salute to you @narendramodi"
Fri Nov 18 16:18:24 +0000 2016	manishbhardwaj1	"RT @mangup: Foreigners lining up at Sulabh toilet + ATM. GoI cmbo deal of #demonetization  #SwachhBharat 
@AAPGoa @dilipkpandey https://t.c…"
Fri Nov 18 16:18:22 +0000 2016	arvindkrpandey	"RT @arvindkrpandey: https://t.co/po9v4gTNxf

#BankingWithACause #cashchaos #cashCrisis #CashRush #demonetization #EkkadikiPothavuChinnavada…"
Fri Nov 18 16:18:20 +0000 2016	foxixilejivi	#demonetization - https://t.co/fEg7r3pvwr There are difficulties, long queues outside banks a 'serious issue': SC to govt
Fri Nov 18 16:18:19 +0000 2016	jayashreeravish	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 16:18:19 +0000 2016	zosewerujux	#demonetization - https://t.co/nBVGZ4HELG Demonetization: PM Modi meets senior ministers in Parliament
Fri Nov 18 16:18:18 +0000 2016	TheTweetByGod	RT @dhaval241086: All local bodies elections were held last yr in Nov'15 still Outlook twisting it to link with #demonetization . What desp…
Fri Nov 18 16:18:15 +0000 2016	SAWahid_27640	RT @Raheelk: Riding the #Demonetization wave to growth hacking at the @Paytm HQ https://t.co/GdWWNAYilh Hats off @vijayshekhar &amp; team. What…
Fri Nov 18 16:18:14 +0000 2016	AjayKushwaha_	"RT @MahikaInfra: Must Vote

After 9days of #demonetization Only 4-5Lakhs cr returned to Bank out of 14.5 Lakhs cr 

Kahan gaya 10 Lakhs Cr…"
Fri Nov 18 16:18:10 +0000 2016	rkmdl	Each drunkard I meet, praises Modi for a good coz. They think their bosses ll bite the dust n every1 ll b equal after Dec30. #demonetization
Fri Nov 18 16:18:08 +0000 2016	swain_ch	RT @myvotetoday: देखिये कैसे #CongKaRavish को बुलंदशहर की जनता ने जबर्दस्ती #demonetization विरोधी खबर करने पर उलटे पाँव भगाया. https://t.c…
Fri Nov 18 16:18:08 +0000 2016	vikixlr8	மோடி அரசின்  #demonetization பற்றி முன்னாள் மத்திய நிதி அமைச்சர் திரு ப.சிதம்பரம் அவர்களின் கருத்து. https://t.co/8AFNMSO13F
Fri Nov 18 16:18:07 +0000 2016	vinaykumardbg	RT @MANJULtoons: केजरीवाल जी बरखा दत्त से #demonetization पर लाइव बातचीत कर रहे हैं। सारे मनोरंजक प्रोग्राम छोड़ कर इसे देखिये।
Fri Nov 18 16:18:05 +0000 2016	vijesh21	"RT @DrGPradhan: Common man in India 🇮🇳 🇮🇳 🇮🇳 Celebrating #demonetization

@ndtv @aajtak @MamataOfficial @ArvindKejriwal @CNNnews18 @officeo…"
Fri Nov 18 16:18:05 +0000 2016	mahaisha	RT @alok_bhatt: Sept 2018- PM @narendramodi starts his campaign from Varanasi wd his govt's report card mentioning #demonetization n its ga…
Fri Nov 18 16:18:03 +0000 2016	ayushverma079	Humble apeal to all Plz be Patience this #demonetization ,plz support @narendramodi @PMOIndia This one will come back to u in different way.
Fri Nov 18 16:18:01 +0000 2016	raj_arvindsingh	RT @RealAmitBagaria: #demonetization #IceCreamTales https://t.co/XqlykHDbyn
Fri Nov 18 16:17:59 +0000 2016	Zakirhu51007984	RT @ANI_news: Gurugram (Haryana): Post office employees provide cash exchange to patients in hospitals #demonetization https://t.co/uGMxUP9…
Fri Nov 18 16:17:57 +0000 2016	vkdeals2006	RT @theprintindia: Modi's #Demonetization Trump card left cartoonists rich with ideas #StraightLines cartoons come to the rescue again: htt…
Fri Nov 18 16:17:56 +0000 2016	YashGupta1202	"So ds stupid expects all his amount to come back in 9 days? 
Time given by Modi is till 31st March.
#Demonetization https://t.co/m3o7yOHiFF"
Fri Nov 18 16:17:52 +0000 2016	ashoksharma2002	"RT @DrGPradhan: .@ravishndtv of @ndtv spreading rumours to provoke people against #demonetization &amp; PM @narendramodi 

He need mob treatmen…"
Fri Nov 18 16:17:51 +0000 2016	SmartSeeti	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:17:51 +0000 2016	SmartSeeti	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:17:48 +0000 2016	tevepyqunysif	#demonetization - https://t.co/5yLCsKCsij Demonetization: The poor look at PM Modi as 'messiah'; Congress trying to divert issue, says
Fri Nov 18 16:17:47 +0000 2016	2012_rvs	RT @sukanyaiyer2: #DeMonetization The International Media acknowledges 👇👇,so what's the problem with cong, AAP n other pseudo secular liber…
Fri Nov 18 16:17:44 +0000 2016	rpeter_paul	RT @jokinjey: மல்லையாவுக்கு 1200 கோடி தான் தள்ளுபடி ....ஆனால் நம்ம ஆப் கீ பாரின் முதலாலி அம்பானிக்கு 10500 கோடி....#demonetization https://…
Fri Nov 18 16:17:42 +0000 2016	Veer_Rock1992	"RT @nsp2106: गरीब के पास 500-1000 का नोट ही नहीं है।
नोटबंदी से उसे कोई फर्क नहीं पड़ रहा।
बड़े लोगों को नुकसान है।
#demonetization
#BlackM…"
Fri Nov 18 16:17:42 +0000 2016	TheJeonsa	RT @MVenkaiahNaidu: #Demonetization is a massive national project launched to clean up our systems.It’s a war on corruption and black money…
Fri Nov 18 16:17:41 +0000 2016	busyintweeting	"RT @TimesNow_: #BREAKING  In BJP ruled CG people walk 60 KM daily to reach Banks #demonetization 
https://t.co/538jCX4o8p"
Fri Nov 18 16:17:41 +0000 2016	Maddy_Saheb	"RT @naam_pk: रौशनी बाँट ली आपस में उभरे हुए मीनारों ने
पस्त ज़र्रों के मुक़द्दर में तो अँधेरा ही रहा !😢 

#demonetization @DrKumarVishwas @…"
Fri Nov 18 16:17:40 +0000 2016	navneetkdbnp	RT @alok_bhatt: Sept 2018- PM @narendramodi starts his campaign from Varanasi wd his govt's report card mentioning #demonetization n its ga…
Fri Nov 18 16:17:39 +0000 2016	rollingspeeds	"RT @_MiteshPatel: You're forgetting the Motive.

#Demonetization Drama is just a PR exercise.
Just a means through which Pro-Feku Media can…"
Fri Nov 18 16:17:38 +0000 2016	Pyaalabacha	"RT @BhaagteRaho: ""जानता हूँ आप को सहारे की जरुरत नही मे तो सिर्फ साथ देने आया हूं।""
- सौ का नोट

#Demonetization"
Fri Nov 18 16:17:37 +0000 2016	SHARICHJAIN	RT @ANI_news: The queues are not getting longer but are getting shorter day by day: Chanda Kochar,ICIC MD and CEO #demonetization https://t…
Fri Nov 18 16:17:37 +0000 2016	chitrapadhi	@Purusharth6 @mahesh10816  @narendramodi ..@KartiPC has started speaking..#Demonetization must be crippling him 😊
Fri Nov 18 16:17:37 +0000 2016	manni_1986	"RT @YesIamSaffron: फर्जीवाल का बलिदान मांगे हिंदुस्तान!
.
क्या ये सच है #Demonetization के विरोध में
सडजी आमरण अनशन करके शहीद होनेवाला है @…"
Fri Nov 18 16:17:37 +0000 2016	manni_1986	"RT @naam_pk: रौशनी बाँट ली आपस में उभरे हुए मीनारों ने
पस्त ज़र्रों के मुक़द्दर में तो अँधेरा ही रहा !😢 

#demonetization @DrKumarVishwas @…"
Fri Nov 18 16:17:36 +0000 2016	csawarkar	"RT @deeps_aap: महाराष्‍ट्र के BJP नेता व सहकारिता मंत्री के निजी वाहन से मिले 92 लाख रुपये
#Demonetization 
@AAPMaharashtra 
https://t.co/v…"
Fri Nov 18 16:17:34 +0000 2016	thedon708	"My Response on #Demonetization 
#SeeThroughToilet
#IEC2016
#BeyondTheFinishLine
#Modi https://t.co/xCKulUZS0S"
Fri Nov 18 16:17:31 +0000 2016	gmishra	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 16:17:27 +0000 2016	michlvlouis	Why there is no remorse from the government for the people it killed #demonetization
Fri Nov 18 16:17:27 +0000 2016	anup_jeppu	@EconomicTimes @HoeZaay This shows govt has failed in executing #demonetization
Fri Nov 18 16:17:26 +0000 2016	SuryaPr52266766	"RT @pankajmishra23: Reporter: Sir your take on #Demonetization?
@SrBachchan:
मरें ग़रीब, हम तो मस्त है किसी मयखाना में
अपना माल तो पहले से…"
Fri Nov 18 16:17:24 +0000 2016	poojarygovind	RT @DDNewsHindi: समाजसेवी अन्ना हजारे ने विमुद्रीकरण का किया समर्थन #demonetization @PIB_India @MIB_India @PMOIndia @Ra_THORe https://t.co/…
Fri Nov 18 16:17:22 +0000 2016	negady_001	RT @sona2905: I was shocked that of all the ppl @najamsethi saying #demonetization is to divert attention.. seriously I used to think he is…
Fri Nov 18 16:17:13 +0000 2016	bansal2244	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 16:17:13 +0000 2016	apoorv_moghe	RT @ANI_news: The queues are not getting longer but are getting shorter day by day: Chanda Kochar,ICIC MD and CEO #demonetization https://t…
Fri Nov 18 16:17:12 +0000 2016	upma62	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:17:09 +0000 2016	manni_1986	"RT @YesIamSaffron: Must Watch
.
Delhities Standing in Long Bank Que's Praising PM Modi's #Demonetization &amp; Cursing Thug @ArvindKejriwal
htt…"
Fri Nov 18 16:17:07 +0000 2016	ckgupta11	"#demonetization @narendramodi @arunjaitley @RBI 
Lower rungs depend on hard cash, use of plastic money limited to few urban people."
Fri Nov 18 16:17:05 +0000 2016	Hirdesh_TW	#demonetization More the pain on the faces of libtards better it is for the nation.
Fri Nov 18 16:17:04 +0000 2016	harshdhandhukia	"RT @Praveen_1singh: First the stone pelting stopped and now this!! 
What months of politics and talks couldn't do #demonetization did in da…"
Fri Nov 18 16:17:02 +0000 2016	_PareshBhatt	RT @bainjal: Indicative of a huge currency shortage. Daily arbitrary changes in rules. Wrecking financial confidence. #demonetization https…
Fri Nov 18 16:17:00 +0000 2016	PratapSolan	"RT @YesIamSaffron: फर्जीवाल का बलिदान मांगे हिंदुस्तान!
.
क्या ये सच है #Demonetization के विरोध में
सडजी आमरण अनशन करके शहीद होनेवाला है @…"
Fri Nov 18 16:16:59 +0000 2016	hmansukhani	RT @theprintindia: Modi's #Demonetization Trump card left cartoonists rich with ideas #StraightLines cartoons come to the rescue again: htt…
Fri Nov 18 16:16:53 +0000 2016	csawarkar	"RT @_MiteshPatel: You're forgetting the Motive.

#Demonetization Drama is just a PR exercise.
Just a means through which Pro-Feku Media can…"
Fri Nov 18 16:16:52 +0000 2016	VishalBairagee	"RT @nirbhaisingh07: #Demonetization 
@sardesairajdeep जी
देश नोट से ही बदलता है
क्योकि नोट नीयत बदल देता है
वर्ना देश तो पाकिस्तान भी है
और…"
Fri Nov 18 16:16:51 +0000 2016	RitaG74	"RT @devyanidilli: @RitaG74 And every death being linked to #demonetization 
Vultures are back. In different forms"
Fri Nov 18 16:16:46 +0000 2016	Kashmirmylove	"RT @bainjal: RT if you agree that @PMOIndia created an artificial crisis fav if you think this will hurt black money.
#demonetization"
Fri Nov 18 16:16:45 +0000 2016	AmitabhBarooa	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 16:16:44 +0000 2016	AnkitSi83514178	RT @DDNewsHindi: समाजसेवी अन्ना हजारे ने विमुद्रीकरण का किया समर्थन #demonetization @PIB_India @MIB_India @PMOIndia @Ra_THORe https://t.co/…
Fri Nov 18 16:16:44 +0000 2016	kesarirang	RT @alok_bhatt: Sept 2018- PM @narendramodi starts his campaign from Varanasi wd his govt's report card mentioning #demonetization n its ga…
Fri Nov 18 16:16:43 +0000 2016	MahikaInfra	"RT @MahikaInfra: Must Vote

After 9days of #demonetization Only 4-5Lakhs cr returned to Bank out of 14.5 Lakhs cr 

Kahan gaya 10 Lakhs Cr…"
Fri Nov 18 16:16:40 +0000 2016	deepak777insan	RT @sambitswaraj: On @aajtak at 10pm #demonetization
Fri Nov 18 16:16:33 +0000 2016	zakighaswala	"RT @IndraSsingh: #demonetization or #DEMONisation of the Indian farmers read Roti,RuPay aur Lagaan @drvandanashiva @seemamustafa 
https://t…"
Fri Nov 18 16:16:32 +0000 2016	Geek_999	RT @MANJULtoons: केजरीवाल जी बरखा दत्त से #demonetization पर लाइव बातचीत कर रहे हैं। सारे मनोरंजक प्रोग्राम छोड़ कर इसे देखिये।
Fri Nov 18 16:16:30 +0000 2016	virgin_off	@Rajeshveeraa @Pantherpid16 No business conversion after modi's #demonetization :-(((((((((((((((((
Fri Nov 18 16:16:29 +0000 2016	fundemere	"@NaghmaNDTV @ndtv #demonetization 
Reporting from Bilaspur, Chhattisgarh: No more rush in Banks, ATM choas settled down."
Fri Nov 18 16:16:27 +0000 2016	sengarajay235	"RT @nirbhaisingh07: #Demonetization 
जब सब कुछ लूट जाए तो !!
आप भी ध्यान से सुने
@MamataOfficial
ममता दीदी क्या कह रही है!!
मानसिक दिवालिया…"
Fri Nov 18 16:16:23 +0000 2016	vidyadharana	"RT @_MiteshPatel: India's Poor may not believe Media's Pro-Feku lies on #Demonetization DRAMA.

Link via @hariharan_vkris.
https://t.co/P3v…"
Fri Nov 18 16:16:21 +0000 2016	AAPVind	"RT @_MiteshPatel: You're forgetting the Motive.

#Demonetization Drama is just a PR exercise.
Just a means through which Pro-Feku Media can…"
Fri Nov 18 16:16:19 +0000 2016	abhishekv766	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 16:16:17 +0000 2016	sengarajay235	"RT @nirbhaisingh07: #Demonetization 
@sardesairajdeep जी
देश नोट से ही बदलता है
क्योकि नोट नीयत बदल देता है
वर्ना देश तो पाकिस्तान भी है
और…"
Fri Nov 18 16:16:12 +0000 2016	kantilal79	RT @sambitswaraj: On @aajtak at 10pm #demonetization
Fri Nov 18 16:16:11 +0000 2016	alpine1290	RT @BigKlick: New initiative by our students. Like. Subscribe. Share. ( #demonetization Indian Black Money React video) https://t.co/CR7YHr…
Fri Nov 18 16:16:08 +0000 2016	rk9892725100	RT @ANI_news: The queues are not getting longer but are getting shorter day by day: Chanda Kochar,ICIC MD and CEO #demonetization https://t…
Fri Nov 18 16:16:05 +0000 2016	UnmeshDave1	RT @MVenkaiahNaidu: #Demonetization is a massive national project launched to clean up our systems.It’s a war on corruption and black money…
Fri Nov 18 16:16:02 +0000 2016	shyamlee_r	"RT @naam_pk: रौशनी बाँट ली आपस में उभरे हुए मीनारों ने
पस्त ज़र्रों के मुक़द्दर में तो अँधेरा ही रहा !😢 

#demonetization @DrKumarVishwas @…"
Fri Nov 18 16:16:01 +0000 2016	sapnamodgil	#demonetization https://t.co/J25SQvMjp6
Fri Nov 18 16:16:00 +0000 2016	malvaniya	#fakenews Gov't/RBI have an issue to print Currency Notes, actually issue is #demonetization make transactions tough to bought raw materials
