created_at	screen_name	text
Fri Nov 18 20:45:59 +0000 2016	gajee	RT @jgopikrishnan70: Then why not 1000 notes also....really hit by #demonetization https://t.co/k37rKRQip7
Fri Nov 18 20:45:58 +0000 2016	01Karn	"RT @YesIamSaffron: फर्जीवाल का बलिदान मांगे हिंदुस्तान!
.
क्या ये सच है #Demonetization के विरोध में
सडजी आमरण अनशन करके शहीद होनेवाला है @…"
Fri Nov 18 20:45:54 +0000 2016	MohtaGovind	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:45:42 +0000 2016	21spice	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:45:35 +0000 2016	ExSecular	RT @1ndiaFirst: Hunt for black money begins with notices⬇️ #demonetization #सारे_चोर_मचाये_शोर #BlackmoneyDebate @ExSecular https://t.co/Yw…
Fri Nov 18 20:45:27 +0000 2016	pooja9394	"RT @bainjal: RT if you agree that @PMOIndia created an artificial crisis fav if you think this will hurt black money.
#demonetization"
Fri Nov 18 20:45:19 +0000 2016	jake_nucleoid	"RT @YesIamSaffron: Must Watch
.
Delhities Standing in Long Bank Que's Praising PM Modi's #Demonetization &amp; Cursing Thug @ArvindKejriwal
htt…"
Fri Nov 18 20:45:16 +0000 2016	Souravert	@RealHistoryPic Modi to Putin:  People are praising me in Hindi for #demonetization https://t.co/GKG6IHRxKn
Fri Nov 18 20:45:12 +0000 2016	Harshit_Thinker	#demonetization #BlackMoney https://t.co/Ze97zB8i8I
Fri Nov 18 20:45:09 +0000 2016	NarenderSinga	RT @prasarbharati: #Demonetization: Cash to be dispensed at 2500 petrol pumps; Cash to be given by swiping of debit/credit card via POS mac…
Fri Nov 18 20:45:01 +0000 2016	NalinDesai1	RT @skswamy: For further clarity, he meant politicians are the most affected by #demonetization and not the common man or the farmers. Upri…
Fri Nov 18 20:44:55 +0000 2016	samips129	RT @prashantktm: Voices from the ground in UP - on #demonetization. Women complain, yet support move in Jaunpur. https://t.co/2cqfAnzBhd
Fri Nov 18 20:44:48 +0000 2016	Upsunson	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:44:48 +0000 2016	Krishnam_2016	RT @kanimozhi: Thanks to #demonetization 75% reduction in crime rate in India. Black money seems to be the sole reason 4 all problems in In…
Fri Nov 18 20:44:42 +0000 2016	guddudcosta	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:44:38 +0000 2016	ipsita165	#DemonetizationMythsBusted #CashChaos #demonetization #तड़पता_भारत #ModiSurgicalStrikeonCommonMan #CashRush… https://t.co/LPf6jnU9P5
Fri Nov 18 20:44:31 +0000 2016	kanimozhi	Thanks to #demonetization 75% reduction in crime rate in India. Black money seems to be the sole reason 4 all probl… https://t.co/PkGGzXd3Vq
Fri Nov 18 20:44:27 +0000 2016	sunilchandora	"RT @shaggyno1: @ArvindKejriwal how many 500 &amp; 1000 notes did you have?
#demonetization 
#सारे_चोर_मचाये_शोर #KejriwalChorHai 

https://t.co…"
Fri Nov 18 20:44:20 +0000 2016	InElectionNews	Indian Election News: dilip cherian: Turf battle NO, but Elections now appear on the #DeMonetization issue !! https://t.co/Wt7Vv4onrI   …
Fri Nov 18 20:43:58 +0000 2016	bpashaa	"RT @Praveen_1singh: First the stone pelting stopped and now this!! 
What months of politics and talks couldn't do #demonetization did in da…"
Fri Nov 18 20:43:55 +0000 2016	DineshPancham	"RT @RenukaJain6: World applauding our Prime Minister. Keep shinning. The world needs your light.  

#IAmTheChange #demonetization https://t…"
Fri Nov 18 20:43:53 +0000 2016	abhikhandelwal	@FinMinIndia @IncomeTaxIndia this verified handle spreading fake news. Please take action. Cancel journalist licens… https://t.co/gezLyFlWl5
Fri Nov 18 20:43:53 +0000 2016	rpandya72	"RT @anilkapur_: Why @Zakka_Jacob, @bhupendrachaube are ranting on @CNNnews18 against #demonetization
Pic1:Ambani -@ArvindKejriwal-nexus
Pic…"
Fri Nov 18 20:43:52 +0000 2016	Naturzfreak	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:43:50 +0000 2016	ErRashid_alig	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:43:49 +0000 2016	abhi6272	Where the hell is the RBI Governor? Its about the CURRENCY RIGHT? He has suddenly disappeared. #demonetization #DeMonetisationResponse
Fri Nov 18 20:43:46 +0000 2016	urviveksingh	Any Party opposing the #demonetization move indiactes that they are caught with your pants down. Naked Truth !!#सारे_चोर_मचाये_शोर
Fri Nov 18 20:43:45 +0000 2016	pooja9394	Seeing this SHAMELESS BIASED JOURNALISM of @BBC @BBCIndia , my whole group has decided to BOYCOTT BBC !… https://t.co/bfrp9be4no
Fri Nov 18 20:43:44 +0000 2016	rm_modi	"#demonetization 
#DeMonetisationResponse 
आपको चोरो की मशहूर जोड़ी बंटी ओर बबली किसमे नजर आती है ?
कृपया Vote &amp; RT"
Fri Nov 18 20:43:42 +0000 2016	ashutoshpathy	"RT @RenukaJain6: Osho was so spot on years back 

#demonetization https://t.co/7POzy9jcjH"
Fri Nov 18 20:43:39 +0000 2016	MardanaMohit	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:43:35 +0000 2016	Prasanna_Verma	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:43:33 +0000 2016	aditi_jammy	"RT @Praveen_1singh: First the stone pelting stopped and now this!! 
What months of politics and talks couldn't do #demonetization did in da…"
Fri Nov 18 20:43:30 +0000 2016	ntsocool1	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:43:04 +0000 2016	rpandya72	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:42:54 +0000 2016	arunmittal78	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:42:51 +0000 2016	Jazz_Duarte	"RT @IndraSsingh: #demonetization or #DEMONisation of the Indian farmers read Roti,RuPay aur Lagaan @drvandanashiva @seemamustafa 
https://t…"
Fri Nov 18 20:42:41 +0000 2016	rahul1g03	RT @SidMalhotraFC: AUDIO INTERVIEW : Sidharth Malhotra talks about his New Zealand expeditions and #demonetization #SidNZ https://t.co/84mf…
Fri Nov 18 20:42:27 +0000 2016	sathes87	"RT @bainjal: RT if you agree that @PMOIndia created an artificial crisis fav if you think this will hurt black money.
#demonetization"
Fri Nov 18 20:42:24 +0000 2016	NZSuresh	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:42:23 +0000 2016	roksinh	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:42:18 +0000 2016	ExpertAnalystix	76 deaths in 2 years due to selfies is news. 55 deaths in 2 weeks due to #demonetization is not. BKMJ!… https://t.co/Y95nIUvRNv
Fri Nov 18 20:42:09 +0000 2016	AlokKum09692808	RT @prashantktm: Voices from the ground in UP - on #demonetization. Women complain, yet support move in Jaunpur. https://t.co/2cqfAnzBhd
Fri Nov 18 20:42:09 +0000 2016	s_kpatel	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:42:08 +0000 2016	ankittomar16	@ArvindKejriwal Sir, bring some professionalism. Dragging someone's family for own political gains is a shame. #demonetization
Fri Nov 18 20:42:06 +0000 2016	Olestoepoke	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:41:54 +0000 2016	s_kpatel	RT @dhaval241086: Kejriwal when realized that PM Modi wont roll back #demonetization scheme !!!!!! https://t.co/Fru6SfCVNd
Fri Nov 18 20:41:39 +0000 2016	guptaramesh2	RT @KushalAgrawal_: Rather thn supporting #demonetization &amp; giving some useful tips/soultions to @narendramodi opposition k  #सारे_चोर_मचा…
Fri Nov 18 20:41:35 +0000 2016	RAJESH196588	"RT @DrGPradhan: .@ravishndtv of @ndtv spreading rumours to provoke people against #demonetization &amp; PM @narendramodi 

He need mob treatmen…"
Fri Nov 18 20:41:28 +0000 2016	falakdbest	Hope things fall back to normal soon odawise #PM Ji ki baat sach hojaegi..Sab #GareebChaenKiNeendSojaenge aur Gareebi over #demonetization
Fri Nov 18 20:41:20 +0000 2016	pradeep85478153	RT @jhanjhat: Humble request to all people to keep supporting #demonetization think ur doing for ur self nd ur kids future #सारे_चोर_मचाये_…
Fri Nov 18 20:41:04 +0000 2016	sangha79839513	"RT @naam_pk: रौशनी बाँट ली आपस में उभरे हुए मीनारों ने
पस्त ज़र्रों के मुक़द्दर में तो अँधेरा ही रहा !😢 

#demonetization @DrKumarVishwas @…"
Fri Nov 18 20:41:00 +0000 2016	karwan_an	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:40:56 +0000 2016	manasminglani	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:40:53 +0000 2016	hemant_shiyal	RT @Frustitute: Support march for #demonetization ..people say they are ready to face inconvenience for 100 days too https://t.co/f0U4QjHFB7
Fri Nov 18 20:40:47 +0000 2016	skmeena2001	"RT @ShirishKunder: 500 Crore wedding of Janardhan Reddy &amp; 11 Million views of #Kriti are the only two not affected by #demonetization.
http…"
Fri Nov 18 20:40:45 +0000 2016	narangashok50	"RT @bainjal: RT if you agree that @PMOIndia created an artificial crisis fav if you think this will hurt black money.
#demonetization"
Fri Nov 18 20:40:43 +0000 2016	rajattwittes	Shocking to c SC speak d language of Kejriwal there hs been extreme cooperation by masses in support of… https://t.co/S6sfvhlw25
Fri Nov 18 20:40:29 +0000 2016	actorvijay_vfc	"RT @AlwaysKNA: மக்கள் பிரச்சனைகளுக்காக குரல் கொடுப்பது இவருக்கு ஒன்றும் புதிதல்ல

#Ilayathalapathy #AnnaHazare #demonetization https://t.co…"
Fri Nov 18 20:40:28 +0000 2016	DyingConsciousn	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:40:24 +0000 2016	rahulwadhwani	"RT @NaIna0806: Another misinformation spread.Inedible ink is permissible on right hand finger in d banks .#DeMonetization 
@ndtv https://t.…"
Fri Nov 18 20:40:14 +0000 2016	nirbhaisingh07	"RT @DigitalGirish: @AmitShah जी देखिए BJP के अपने ही विधायक किस तरह #demonetization पर @narendramodi जी का मजाक उड़ा रहे हैं👇Action plz
htt…"
Fri Nov 18 20:40:08 +0000 2016	NiTzRoX	RT @kanimozhi: Why @ArvindKejriwal &amp; @MamataOfficial trying to instigate Indians 4 a Civil war in India against #demonetization Arrest them…
Fri Nov 18 20:39:59 +0000 2016	annitya	Indians,this is a time of disruption, but remember that through it alone comes redemption and progress #सारे_चोर_मचाये_शोर  #Demonetization
Fri Nov 18 20:39:51 +0000 2016	rajendra_chozha	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:39:40 +0000 2016	pyaaremohan_	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:39:29 +0000 2016	bhati_yash	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:39:29 +0000 2016	prashantdeokar	RT @gauravcsawant: Pakistan most unhappy with #demonetization, then armed smugglers, third hawala operators,then terrorists &amp; separatists:…
Fri Nov 18 20:39:25 +0000 2016	inder_morwal	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:39:24 +0000 2016	vrNagpur	RT @lalitpatkiMT: A cashier dies of heart attack in bank on duty, @mtnagpur @mataonline @MandarMoroneyMT @PashokMT #demonetization #DeMonet…
Fri Nov 18 20:39:21 +0000 2016	Thakur_IJSingh	"RT @anilkapur_: Why @Zakka_Jacob, @bhupendrachaube are ranting on @CNNnews18 against #demonetization
Pic1:Ambani -@ArvindKejriwal-nexus
Pic…"
Fri Nov 18 20:39:18 +0000 2016	Shashank7Pathak	"RT @YourStoryCo: An incredibly bold move by the government on #demonetization-
@sahilkini #msparks"
Fri Nov 18 20:39:13 +0000 2016	Raja_Africa	Finally Govt realized that #demonetization 10MONTH PLAN FORGOT Weaker Sections, Farmers, Elders, and Ladies Ordeals… https://t.co/dKMGWUYL9Y
Fri Nov 18 20:39:01 +0000 2016	sarat104	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:38:58 +0000 2016	jayantandjayant	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:38:54 +0000 2016	Farooqengg	RT @theprintindia: Modi's #Demonetization Trump card left cartoonists rich with ideas #StraightLines cartoons come to the rescue again: htt…
Fri Nov 18 20:38:39 +0000 2016	amitesh_r	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:38:38 +0000 2016	PrasunSG	"@DaaruBaazMehta @ArvindKejriwal सही पकडे हे साहब की भ्रस्ट नीति  #demonetization को
@YouTube"
Fri Nov 18 20:38:35 +0000 2016	futureartists	@BBCRadMac 99s that are really 1.89 #demonetization
Fri Nov 18 20:38:26 +0000 2016	vinodtikoo	"@TheOfficialSBI @HDFC_Bank @ICICIBank 
#demonetization"
Fri Nov 18 20:38:14 +0000 2016	AnandNambyar	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:38:05 +0000 2016	ankitkan	"RT @rebornICA: #DemonetizationMythsBusted - 10
#demonetization 
https://t.co/cgHGNIA9gQ https://t.co/MyANTZucnE"
Fri Nov 18 20:38:04 +0000 2016	rajputghr	"RT @bainjal: RT if you agree that @PMOIndia created an artificial crisis fav if you think this will hurt black money.
#demonetization"
Fri Nov 18 20:37:58 +0000 2016	youngbossinak	RT @dhaval241086: All local bodies elections were held last yr in Nov'15 still Outlook twisting it to link with #demonetization . What desp…
Fri Nov 18 20:37:58 +0000 2016	prabhunav	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:37:58 +0000 2016	prabhunav	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:37:41 +0000 2016	HeroCanBeAnyone	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 20:37:39 +0000 2016	sujitchandran	"RT @anilkapur_: Women leaders on #demonetization 
Pic 1&amp;2: Helping citizens
Pic 3&amp;4: @MamataOfficial @bahenmayawati &amp; Ms.@ArvindKejriwal Pr…"
Fri Nov 18 20:37:32 +0000 2016	avinash16_	"In between *Black* &amp; *White*, *Grey* is suffering the most, truly.

#demonetization"
Fri Nov 18 20:37:24 +0000 2016	retweetkrengeab	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:37:14 +0000 2016	inder_morwal	RT @RoflGandhi_: When the bank manager says kal aana, cash nahi hai. #demonetization https://t.co/DRyGmtoX7x
Fri Nov 18 20:37:06 +0000 2016	Raja_Africa	@ndtv Finally Govt realized that #demonetization 10MONTH PLAN FORGOT Weaker Sections, Farmers, Elders, and Ladies, Welcome measure though!!
Fri Nov 18 20:37:04 +0000 2016	reddy2485	RT @Kaymenon: #demonetization #CurrencyCrisis Finally, caught the 2K Pink Panther! Baby pink peeked at me from working, alive ATM! Amazing…
Fri Nov 18 20:37:01 +0000 2016	jayantandjayant	"RT @DrGPradhan: .@ravishndtv of @ndtv spreading rumours to provoke people against #demonetization &amp; PM @narendramodi 

He need mob treatmen…"
Fri Nov 18 20:36:50 +0000 2016	roksinh	"RT @bainjal: RT if you agree that @PMOIndia created an artificial crisis fav if you think this will hurt black money.
#demonetization"
Fri Nov 18 20:36:50 +0000 2016	shriparv	"RT●tufailelif●RT MinhazMerchant: Anna Hazare tells CNNnews18 #demonetization is ""a historic decision by govt, thos… https://t.co/49bKuHBJIG"
Fri Nov 18 20:36:49 +0000 2016	retweetkrengeab	RT @gauravcsawant: Pakistan most unhappy with #demonetization, then armed smugglers, third hawala operators,then terrorists &amp; separatists:…
Fri Nov 18 20:36:47 +0000 2016	anilkapur_	"Why @Zakka_Jacob, @bhupendrachaube are ranting on @CNNnews18 against #demonetization
Pic1:Ambani -@ArvindKejriwal-n… https://t.co/1MIPdGeREl"
Fri Nov 18 20:36:43 +0000 2016	nishantraj5132	RT @prashantktm: Voices from the ground in UP - on #demonetization. Women complain, yet support move in Jaunpur. https://t.co/2cqfAnzBhd
Fri Nov 18 20:36:40 +0000 2016	JomanaJojo2020	"Listen to How did #Muslim women get their rights? #Islam
#TheGrandTour #demonetization #greysanatomy #OptOutside #uk
https://t.co/xAdkKov6Cl"
Fri Nov 18 20:36:35 +0000 2016	Krish_BJP	@sgurumurthy @YouTube What an incredible interview guruji . Got to learn so many things . Especially pros n cons of #demonetization .Thank u
Fri Nov 18 20:36:25 +0000 2016	SunjayJK	RT @theprintindia: Modi's #Demonetization Trump card left cartoonists rich with ideas #StraightLines cartoons come to the rescue again: htt…
Fri Nov 18 20:36:22 +0000 2016	thekamraman	true face of #demonetization in #India  #cashchaos #cashCrisis @narendramodi @FinMinIndia https://t.co/hKBoJzWmDi
Fri Nov 18 20:36:15 +0000 2016	xaw786	"Its just one minute video.... But worth it.
#Demonetization #Demonetizationdebacle https://t.co/4wDw9IRjMv"
Fri Nov 18 20:36:13 +0000 2016	polskiIV20	@ArvindKejriwal  Ab wo CM nahi rahe #demonetization ke baad aam admi ban gaya hei bhai kuch bhi retweet kar raha hei... jio CM jio 😝✌
Fri Nov 18 20:36:13 +0000 2016	MahikaInfra	RT @prashantktm: Voices from the ground in UP - on #demonetization. Women complain, yet support move in Jaunpur. https://t.co/2cqfAnzBhd
Fri Nov 18 20:36:10 +0000 2016	shandiponidey	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:36:05 +0000 2016	iamsudhish	Never seen #Kejriwal so rattled! #Demonetization must be hurting? Usual spit&amp;scoot w/out evidence #BlackmoneyDebate https://t.co/vS8YawbGkE
Fri Nov 18 20:36:04 +0000 2016	nktrip	RT @priyankaghatak: Dhaba in Dharamshala a man's biz has suffered bcoz of #demonetization .Bt he is happy wth wat is happn @ArvindKejriwal…
Fri Nov 18 20:36:03 +0000 2016	shrenik_gandhi	RT @kanimozhi: Why @ArvindKejriwal &amp; @MamataOfficial trying to instigate Indians 4 a Civil war in India against #demonetization Arrest them…
Fri Nov 18 20:35:58 +0000 2016	unuj	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:35:58 +0000 2016	Dharam_Fan	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:35:57 +0000 2016	rebornICA	"#DemonetizationMythsBusted - 10
#demonetization 
https://t.co/cgHGNIA9gQ https://t.co/MyANTZucnE"
Fri Nov 18 20:35:56 +0000 2016	shandiponidey	Learn to see the good in a brilliant #demonetization move instead of finding people to oppose it just because it wa… https://t.co/RSU8dDjFbg
Fri Nov 18 20:35:55 +0000 2016	cadeepak7	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:35:55 +0000 2016	mdjafarkhan	RT @prashantktm: Voices from the ground in UP - on #demonetization. Women complain, yet support move in Jaunpur. https://t.co/2cqfAnzBhd
Fri Nov 18 20:35:53 +0000 2016	abhinalways	@chetan_bhagat justifying write offs &amp; @ashu3page feeling proud to be against #Demonetization. Rotten politics has killed rationalism of all
Fri Nov 18 20:35:49 +0000 2016	PyAshish	#demonetization is the best way to deal with #BlackMoney. That I studied in school book. Aren't you Mr. @ArvindKejriwal
Fri Nov 18 20:35:46 +0000 2016	VaccuumCleaner	"Cash nahi, chaos hai ye #demonetization 
#ModiSurgicalStrikeonCommonMan must be stopped."
Fri Nov 18 20:35:46 +0000 2016	vinodshadija	RT @jgopikrishnan70: Then why not 1000 notes also....really hit by #demonetization https://t.co/k37rKRQip7
Fri Nov 18 20:35:45 +0000 2016	nishantraj5132	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:35:45 +0000 2016	AlokKum09692808	"RT @DrGPradhan: .@ravishndtv of @ndtv spreading rumours to provoke people against #demonetization &amp; PM @narendramodi 

He need mob treatmen…"
Fri Nov 18 20:35:44 +0000 2016	AAPYCalgary	"RT @TimesNow_: #BREAKING  In BJP ruled CG people walk 60 KM daily to reach Banks #demonetization 
https://t.co/538jCX4o8p"
Fri Nov 18 20:35:42 +0000 2016	VthYou	Omg this man is so arrogant ..it just looked like he has burnt his bump due to #demonetization https://t.co/h9MVzTItga
Fri Nov 18 20:35:41 +0000 2016	SGoud47	RT @khabri365: @ShirishKunder @aartic02 you don't know the difference between #Demovietisation also 😂 #demonetization https://t.co/0wJb5Y04…
Fri Nov 18 20:35:38 +0000 2016	yogeeii	RT @siddharthzadoo: Respected @FinMinIndia @arunjaitley @RBI  Please Help as the marriage is scheduled on 23rd Nov !! #Demonetization https…
Fri Nov 18 20:35:33 +0000 2016	annitya	The anti-national opposition party has created more inconvenience and disruption than the #Demonetization move itself. #सारे_चोर_मचाये_शोर
Fri Nov 18 20:35:30 +0000 2016	tufailelif	"RT @MinhazMerchant: Anna Hazare tells @CNNnews18 #demonetization is ""a historic decision by govt, those with black money against move."" And…"
Fri Nov 18 20:35:28 +0000 2016	k_rakesh2004	"RT @DrGPradhan: .@ravishndtv of @ndtv spreading rumours to provoke people against #demonetization &amp; PM @narendramodi 

He need mob treatmen…"
Fri Nov 18 20:35:24 +0000 2016	shaggyno1	"@ArvindKejriwal how many 500 &amp; 1000 notes did you have?
#demonetization 
#सारे_चोर_मचाये_शोर #KejriwalChorHai 

https://t.co/dQEsxTKkQB"
Fri Nov 18 20:35:23 +0000 2016	NZSuresh	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 20:35:19 +0000 2016	KunwarSaMewar	"RT @Aewwhems: #NoShaveNovember 
Because this turns out to be no note November. 
#demonetization
 #सारे_चोर_मचाये_शोर 😅😂"
Fri Nov 18 20:35:18 +0000 2016	Manas_Khosla	@ArvindKejriwal Sir u were very good in beginning but now u just keep pointing out mistakes. Instead we should cooperate. #demonetization
Fri Nov 18 20:35:00 +0000 2016	rubusmubu	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:34:58 +0000 2016	nirbhaisingh07	RT @spati2012: 👇Steps taken by Modi government to improve public convenience on #Demonetization https://t.co/CbrxWlcDKJ
Fri Nov 18 20:34:51 +0000 2016	jayantandjayant	"RT @devyanidilli: When one uses mouth and anus for same purpose

#demonetization https://t.co/6FY3MSHsH2"
Fri Nov 18 20:34:45 +0000 2016	JaiAryawart	"RT @imAbhishek_J: From Morally to Financially Bankrupt after #demonetization AAP has come a very long way. सब्जी बेचेंगे ये सारे अब।
#सारे_…"
Fri Nov 18 20:34:35 +0000 2016	ZapSammy	"RT @ShirishKunder: 500 Crore wedding of Janardhan Reddy &amp; 11 Million views of #Kriti are the only two not affected by #demonetization.
http…"
Fri Nov 18 20:34:28 +0000 2016	kris1983_prasad	"The reason ""some"" people are skeptical is because they haven't witnessed anything so revolutionary in decades! #IAmWithModi #demonetization"
Fri Nov 18 20:34:16 +0000 2016	amitrj87	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:34:06 +0000 2016	vsangur2	RT @KushalAgrawal_: Rather thn supporting #demonetization &amp; giving some useful tips/soultions to @narendramodi opposition k  #सारे_चोर_मचा…
Fri Nov 18 20:34:03 +0000 2016	aditylive	"@BBCHindi  ...जब बीबीसी पर भड़के अरविंद केजरीवाल https://t.co/NaAtjdahb4 
#CM का दावा #demonetization से 50 मौत तब पत्रकार ने माँगा सबूत"
Fri Nov 18 20:33:59 +0000 2016	rajattwittes	RT @gauravcsawant: Pakistan most unhappy with #demonetization, then armed smugglers, third hawala operators,then terrorists &amp; separatists:…
Fri Nov 18 20:33:55 +0000 2016	tendragan	"Intention
Ignorance
Implementation
Irritation
#demonetization"
Fri Nov 18 20:33:51 +0000 2016	WhoAnilPandey	RT @RoflGandhi_: नोएडा में 20 फ्लैटों के मालिक एवं 5 स्टार एंकर @abhisar_sharma ने किया #demonetization का गुणगान https://t.co/ZdbZu4Nx9s
Fri Nov 18 20:33:30 +0000 2016	rp2591	RT @RealHistoryPic: Can't say anything about Productivity but Creativity has increased after #Demonetization.(2016) https://t.co/0fMh3UMbVq
Fri Nov 18 20:33:30 +0000 2016	myvotetoday	@madhukishwar @TarekFatah @bhaiyyajispeaks 85% say #IAmWithModi on #demonetization #DeMonetisation https://t.co/BXIw0Ff07e
Fri Nov 18 20:33:28 +0000 2016	Nadiassay	Yup. #Hypocrite #Bhakts complained about carpool and autos.But are okay with common man struggling to survive… https://t.co/jA6i8d7R4J
Fri Nov 18 20:33:23 +0000 2016	bajaj_deepa	Regardless of my concern with #demonetization execution, sharing the other side fact checking @HuffPostIndia claims. https://t.co/qqKJadyZ2g
Fri Nov 18 20:33:16 +0000 2016	nirbhaisingh07	"RT @harshkkapoor: #Transformational #DeMonetization brings out Entrepreneural Abilities to fore👇
#DigitalIndia
#CashlessSociety https://t.c…"
Fri Nov 18 20:33:15 +0000 2016	NZSuresh	"RT @sush091979: Till now ATMs didn't have germs just after #demonetization there is germs!!
These morons r the Fourth Pillar of our democra…"
Fri Nov 18 20:33:14 +0000 2016	sdt_83	RT @bhaiyyajispeaks: Here @sardesairajdeep struggling for one answer against #Demonetization, He should have taken some Congress leader lik…
Fri Nov 18 20:32:57 +0000 2016	iapurpleman	@Bodhisatvaa He understands d mindset of poor, so he knows wat hurts dem most &amp; did exactly dat #demonetization
Fri Nov 18 20:32:56 +0000 2016	nirbhaisingh07	"RT @harshkkapoor: मिले सुर मेरा तुम्हारा
तो सुर मिले हमारा
#DeMonetization
Friends let's defeat corrupt Hoarders of Blackmoney
https://t.co…"
